"516","调查","diàochá","investigation","3","6319","Imagine a person wearing detective glasses, carrying an open notebook and a magnifying glass, carefully examining clues or gathering information from their surroundings.","a formal inquiry into a subject by questioning people and examining records.",""
"517","并","bìng","combine; merge; incorporate","4","6318,3089536879306","Depict two parallel horizontal lines, with one vertical line on the left connecting them together like a path or river, symbolizing comparison and the convergence of two things in time.","The Chinese word ""并"" means ""and"", and it is used to connect words or phrases that are related in meaning, often indicating simultaneity or addition. It is a common character with several usages including as a conjunction for connecting nouns, verbs, or clauses, and also as an adverb modifying other verbs to imply doing two things at the same time. In some contexts, ""并且"" (bìngqiě) can be used instead of ""并"" alone.","1. 我起床后，并且刷了牙。 2. 他喜欢足球，并且也爱打篮球。 3. 我们把文件并到一起。"
"518","失去","shīqù","Lose","3","6314","Losing sight of the horizon, a solitary figure stands on an empty shore.","",""
"519","歌","gē","song","1","6309","Imagine a woman with flowing long hair, singing beautifully under the moonlight. A crescent-shaped light surrounds her, symbolizing harmony and melody in music.","",""
"520","成功","chénggōng","Success","3","6305","Imagine a blooming flower pushing through the soil, representing growth and achievement.","""成功"" translates to ""success"". It is a very common word used to describe the achievement of one's goals or objectives, whether in personal life, career, studies, or any endeavor. Other words that could be used similarly include ""achievement"", ""accomplishment"", and ""victory"".",""
"521","唱","chàng","sing","1","6300","The singer leaps into the spotlight, her voice echoing across the stage.","",""
"522","考虑","kǎolǜ","Consider","4","6295","","",""
"523","刚才","gāngcái","just","2","6280","Just now","",""
"524","约会","yuēhuì","Date","4","6267","Two lovers holding hands, glowed under the golden sunset.","",""
"525","节目","jiémù","program","2","6253","A stage brightly lit, with performers showcasing their talents for the audience.","",""
"526","通过","tōngguò","adopt","2","6216","Imagine a person walking confidently through an open door, with light shining around them to symbolize the successful passage or progression.","This Chinese word means ""to pass through"" or ""to go by"", and it is commonly used in contexts such as movement, testing, approval, etc. Other similar words include “经过” (j经过) for general passage or completion of a process, and “穿过” (cross through).",""
"527","之间","zhī jiān","between; among","4","6212","Imagine a traditional wooden gate standing open, with soft sunlight streaming through the frame in golden ribbons, illuminating the path between two distinct garden spaces.","Between is the only direct translation, but it requires ""A"" and ""B"" to complete the meaning. For example: ""between A and B"". In Chinese, you say directly 之间 (zhī jiān).",""
"528","别的","bié de","other","1","6210","The moment of farewell, two parting shadows gently drifting apart.","",""
"529","学","xué","learn; study","1","6209","Imagine a person holding an open book in front of them, with quill-like strokes writing characters onto the page while surrounded by stacks of books and scrolls.","The Chinese word 学 (xué) primarily means ""to study,"" or as a noun, it can mean ""school"" or ""learning."" It is very commonly used in contexts related to education and acquiring knowledge. Other words like 研究 (yánjiū, research), 学习 (xuéxí, study/learning), 教育 (jiàoyù, education) are often used depending on the specific meaning intended.",""
"530","开心","kāixīn","Happy","2","6202","Imagine a bright smile spreading across someone's face, with eyes crinkling at the corners and cheeks puffing out in happiness.","",""
"531","母亲","mǔqīn","mother","3","6195","A woman with a gentle smile, her arms open wide to embrace an innocent child.","",""
"532","辆","liàng","Car (measure word)","2","6190","","",""
"533","主意","zhǔyi","idea","3","6144","","",""
"534","丈夫","zhàngfu","husband","4","6115","Husband: A man holding a flower in the window, looking at his wife outside.","",""
"535","变成","biàn chéng","become; change into","2","6103","Transformation. A caterpillar sheds its skin to reveal a butterfly in the process of transformation.","",""
"536","待","dāi","stay","5","6103","At the gate of time, figures wait in shadowed rows.","",""
"537","倒","dào","inverted, reverse","2","6092","An illustration showing a tilted or inverted object, such as a vase of flowers upside down on a table.","",""
"538","倒","dǎo","fall, topple, fail","2","6092","An illustration showing a tilted or inverted object, such as a vase of flowers upside down on a table.","",""
"539","离","lí","leave","2","6088","Separation","",""
"540","解释","jiěshì","explain","4","6088","explanation of what?","",""
"541","往","wǎng","to","2","6083","Imagine a person walking forward confidently with purpose, their path clearly marked by a guiding arrow or light pointing towards an open door symbolizing direction and destination.","",""
"542","万","wàn","ten thousand","2","6031","Fields stretching to the horizon filled with a golden harvest under a setting sun.","",""
"543","联系","liánxì","contact","3","6021","Imagine two objects being tied together by a thin, vibrant red rope or a delicate golden thread, symbolizing connection and relationship.","",""
"544","派","pài","send","3","6001","Imagine a piece of watermelon or any other type of fruit being sliced into two equal parts by a straight line, symbolizing division and sharing.","",""
"545","关","guān","shut; close; turn off","1","5998","The gate is shut and locked.","",""
"546","证明","zhèngmíng","Prove","3","5987","Proof reveals connections, evidence illuminates truth.","",""
"547","句","jù","sentence","2","5984","Imagine a person speaking, with their arms outstretched to form an embrace around the sound of their words.","",""
"548","五","wǔ","Five","1","5903","A hand raising five fingers upward, symbolizing the number or concept of 'five'.","",""
"549","生命","shēngmìng","life","3","5898","","",""
"550","靠","kào","lean","2","5890","Imagine a small bird nestling against a cluster of ripe fruits, symbolizing reliance or support.","",""
"551","解决","jiějué","Solve","3","5888","Please provide a specific Chinese character for me to describe.","解决 means to solve or resolve a problem, situation, or dispute. It is commonly used in various contexts to describe finding an answer or settling an issue. Other words like deal with, handle, or tackle can be used similarly depending on the specific scenario.",""
"552","办公室","bàngōngshì","Office","2","5882","An office with a blank whiteboard waiting for ideas and a keyboard representing productivity.","",""
"553","难道","nándào","could it be said that …","3","5875","Dark clouds hang above, pierced by a sudden flash of lightning.","",""
"554","作为","zuòwéi","As","4","5864","Imagine a mature crow gently holding the top of something, representing its role or function as an adult bird.","As a Chinese word, ""作为"" primarily means ""to act as"" or ""in the capacity of"", and it is commonly used to indicate roles or functions. For example, “他作为一名医生” translates to “He acts as a doctor.” Other words that could be used in similar contexts include serve or function as, depending on the specific situation.",""
"555","叫","jiào","(preposition)","3","5857,2799346228066","Imagine a person with an open mouth, surrounded by dynamic sound waves radiating outward from the lips.","Basic meaning: ""Call"" or to make a sound. It is commonly used, especially in the context of sounds made by animals or people. Other words like ""bark"", ""sound"", ""announce"", or ""shout"" can be used depending on the situation and context.",""
"556","奇怪","qíguài","strange","3","5833","Strange: A green lizard walking in a straight line on the beach.","",""
"557","生","shēng","unripe; green; living; raw;","3","5816","Imagine a green sprout pushing through the soil, reaching towards the sunlight and growing upwards. This represents birth or growth in Chinese culture.","",""
"558","由","yóu","from","3","5799","A rope tied into a colorful butterfly knot, representing the origin or source from which something begins.","“由” means ""from"" or ""because of."" It is commonly used to indicate cause or origin. For example, in ""原因是由误会引起的,"" it translates to ""the reason was caused by misunderstanding."" In contexts involving derivation or agency, like ""任务是由他完成的,"" meaning ""the task was completed by him,"" you could use “from” or “by” as alternatives depending on the exact nuance required.","1. 问题由疏忽引起。 2. 这本书由他亲自翻译。 3. 她不由自主地点头同意。"
"559","男","nán","Man","1","5775","This character represents a man. Visualize an illustration of a strong, determined man standing firmly with his hands resting on his hips, symbolizing masculinity and strength.","",""
"560","同意","tóngyì","Agree","3","5759","","",""
"561","如","rú","as; if; according to","6","5747","This character resembles a person walking towards something or someone, symbolizing similarity or comparison.","""如"" generally means ""like"", ""as if"", ""such as"", or it can imply following a standard or model (e.g., ""依...而行""). It is commonly used to express similarity, comparison, agreement with expectations, or indicating the manner in which something should be done. Other words such as ""像"" (for similar meaning) and phrases like ""按照"" also convey related concepts of conformity or comparison.",""
"562","游戏","yóuxì","Game","3","5732","Imagine a group of kicking little children playing on a green field, embodying the joyful and dynamic essence of games.","",""
"563","帮忙","bāng máng","help","1","5725","Two figures, one reaching out to support the other, walking together under a clear sky.","",""
"564","指","zhǐ","finger","3","5719","This character depicts a human finger, with its tip pointing towards something or someone. It symbolizes guidance, direction, and the act of indicating or showing the way.","",""
"565","指着","zhǐ zhe","point; pointing","6","5719","","",""
"566","危险","wēixiǎn","danger","3","5711","A sharp, sudden burst of lightning emerges from a caution symbol.","",""
"567","讨厌","tǎoyàn","Hate","5","5691","Disgust: a face with eyes rolling back and mouth pulling into a grimace.","",""
"568","曾经","céngjīng","once","3","5689","Imagine an old, slightly weathered photograph being gently touched by sunlight, with a faint golden glow emanating from it as if capturing memories and reflections of the past.","",""
"569","眼睛","yǎnjing","Eye","2","5673","","",""
"570","看","kān","take care of; keep under","6","5647,6789598181094","Her eyelids parting like a book opening, revealing the world outside.","To look or see, as in ""to watch"" or ""to observe."" It's commonly used for seeing something visually. Other words like observe, view, glance can sometimes be used depending on the context and nuance required.","1. 他正在看书. 2. 我看见窗户没关, 记得关上. 3. 他盯着电脑屏幕看了很久."
"571","外面","wài miàn","outside; outdoors; outward","3","5603","","",""
"572","处","chǔ","dwell; live; be in a position of","4","5577","Imagine a person quietly sitting and thinking, surrounded by the gentle sway of tree branches in a peaceful garden.","The Chinese word ""处"" (chù) primarily means ""place,"" ""position,"" or can function as a verb meaning ""to deal with,"" ""handle,"" or ""settle."" It's commonly used in contexts discussing locations and dealing with situations. Other words like ""地点"" (dì diǎn, place/location), ""情形"" (xíng qíng, situation/condition), or phrases such as ""处理...事情"" (chǔ lǐ shì qing, handle something) could be employed depending on the specific meaning intended.",""
"573","国家","guójiā","Country","1","5576","A vast territory enclosed by a sturdy wall, symbolizing sovereignty and the collective belonging of its people.","This word can be translated as ""country"", ""nation"", or ""sovereign state"". It is commonly used to refer to a nation recognized by the international community, with its own government and defined territory. In some contexts, similar terms like ""nation"" (民族) might also apply depending on the specific meaning required.",""
"574","看上去","kàn shàng qù","seem","3","5566","","",""
"575","总统","zǒngtǒng","President","4","5549","","",""
"576","间","jiān","between; measure word for rooms","1","5547","Sunlight filtering through leaves to reveal the passage of time and space.","The Chinese character ""间"" primarily means an interval or space in time and place; a gap between things. It is commonly used across many contexts in the language to denote separation or the interstice of entities, events, or periods. Other words that could be used similarly include ""间隙"" (gap) or ""期间"" (during which period).",""
"577","伤害","shānghài","hurt","4","5536","A hand tightly grasps a broken piece of glass, leaving behind sharp cuts on the palm.","",""
"578","控制","kòngzhì","control","5","5535","Imagine a hand firmly grasping and adjusting a control panel, symbolizing authority or steering.","",""
"579","最近","zuìjìn","Lately","2","5532","Picture two mountains standing close to each other, as if they can touch fingertips apart.","",""
"580","声音","shēngyīn","voice","2","5523","","",""
"581","糟","zāo","dregs; waste; spoil; bad; in a mess","5","5513","A pile of glutinous rice overflowed, boiling and fermenting.","",""
"582","快乐","kuàilè","happy","2","5505","a happy face under the sunlight","",""
"583","首","shǒu","(measure word)","4","5501","Imagine a person wearing a hat standing with their head visible above the rest of their body, symbolizing leadership or being in charge.","",""
"584","偷","tōu","steal","5","5501","A thief sneaking around in the dark.","",""
"585","可爱","kě'ài","Lovely","2","5498","A fluffy little bear wearing a slightly crooked hat, lying on its back in the grass, looking up at the sky with big eyes. It has bright, round eyes and soft fur that looks gentle to the touch.","",""
"586","进入","jìn rù","enter; go in; join","2","5490","Imagine a person gently stepping over an old wooden threshold, the fabric of a traditional door curtain billowing slightly behind as they cross into a new space.","Enter means to go or come into a place, area, group, etc. It is commonly used and can be replaced with ""go into"", ""step in"" for more specific contexts, or ""join"" when referring to joining a team or organization.",""
"587","能够","néng gòu","be able to; can","2","5483","Imagine a person with focused eyes and confident posture, skillfully wielding a brush or tool to create something—symbolizing capability and the ability to achieve.","Can/could be able to. This is a very common phrase used to describe ability or capability in English, equivalent to the Chinese word for 能够 (can/able to). Other similar words include can, could, may, might and able.",""
"588","事实上","shì shí shàng","in fact; actually","3","5461","The light of truth cuts through the haze, revealing a sharp focus on reality.","",""
"589","醒","xǐng","wake up","4","5457","A figure's silhouette awakens at sunrise, sunlight piercing through the darkness.","",""
"590","分","fēn","minute; point; part; (measure word)","1","5455","Imagine a sharp knife slicing through an object, dividing it into two distinct parts, symbolizing separation or division.","The Chinese word ""分"" means part, section, or to divide. It is commonly used for time division (minute), but can also refer to a share or fraction, and the act of separating something into parts. Other words like portion, segment, split may be considered depending on context.",""
"591","完成","wánchéng","complete","2","5450","Imagine a dark red candle slowly burning down until it is completely consumed, leaving behind the wick in its base as an illustration.","完成 means ""to finish"" or ""to complete,"" often used in contexts like completing a task, finishing a job, concluding an action, or achieving something. It is commonly used and can be applied broadly to various activities. Other words that might serve similar purposes depending on the context include accomplish, fulfill, or achieve.","1. 我完成了今天的报告。   2. 她终于完成了考试。   3. 他早早地完成了家务。"
"592","部","bù","unit; ministry; department; part;","3","5436","A group of trees forming a mountain range.","The Chinese word 部 means ""section,"" ""division,"" or ""department."" It is commonly used in words such as 部门 (bùmén, meaning department) and 部分 (bùfen, partial).","1. 我们公司有好几个业务部。 2. 这本书分为上下两部。 3. 物理部分很难，我还没弄明白。"
"593","同","tóng","same; similar; alike; like;","6","5401","","",""
"594","医院","yīyuàn","Hospital","1","5391","A cross-shaped sign stands prominently at the entrance of a hospital, casting a shadow over the surrounding area that suggests sterile white interiors containing beds and medical equipment.","",""
"595","半","bàn","half","1","5389","Imagine a bowl filled with half-cooked rice, steaming and waiting to be served.","",""
"596","不行","bù xíng","no way; be out of the question","2","5389","","",""
"597","上面","shàng miàn","above; on top of","3","5363","","",""
"598","样子","yàngzi","A look","2","5337","What does this style look like? A mirror reflecting the exact same image, but slightly different.","",""
"599","少","shǎo","less","1","5325","Picture a piece of thin gold foil gently falling onto the face of a young girl, symbolizing youth and a touch of preciousness.","""少(shǎo)"" means few, little, young, or inexperienced in general contexts; it can also mean to enjoy something moderately (verb) or denote minority interest/youthfulness (noun). It's commonly used but has several other pronunciations and meanings depending on context. Alternative words might include 少年 for youth, 年少 for being young, or 少量 for small amount when referring to quantity or age.",""
"600","有趣","yǒuqù","interesting","4","5296","A playful cat with a mischievous smile and its tail held high, suggesting curiosity and fun.","",""
"601","提","tí","carry","2","5283","Pouring liquid into a teacup, delicate mist rises from the surface.","",""
"602","没关系","méiguānxi","No problem","1","5276","","",""
"603","真的","zhēn de","really","1","5235","The stroke of a brush, its ink still wet and unformed.","",""
"604","部分","bùfen","Part","2","5232","","",""
"605","要求","yāoqiú","Requirement","2","5217","An outstretched hand holding a rope, ready to reach for something.","The Chinese character ""要求"" (yāoqiú) means 'requirement' or a more forceful form of 'demand', indicating something that is necessary or expected. It is commonly used in various contexts and can stand alone as a word or be part of larger compounds related to expectations, prerequisites, or necessities. Other words like ""需求"" (xūqiú), meaning 'need' or 'requirement' more generally, might sometimes be used depending on the specific nuance required.",""
"606","糟糕","zāogāo","terrible","5","5213","""Despairing eyes reflected in shattered glass.""","",""
"607","除了","chúle","except","3","5147","A barrier separating things, symbolizing exclusion or exception.","",""
"608","容易","róngyì","easily","3","5146","This character represents something simple and clear. Imagine a clean, uncluttered room with clearly labeled objects or a well-organized chart showing straightforward steps to follow.","",""
"609","好容","hǎo （bù） róng yì","with great difficulty; have a","6","5146","","",""
"610","保持","bǎochí","keep","3","5144","Keep steady, keep going. It's like a vehicle moving forward steadily with the driver firmly holding the steering wheel, symbolizing perseverance and continuity in life.","",""
"611","虽然","suī rán","although; though","2","5141","A little bird in the fire, stubbornly keeping its stance.","Although or though are the English equivalents. They connect two clauses, usually with a contrastive relationship, where the first part acknowledges an opposing idea and then moves to its own conclusion.",""
"612","办","bàn","do","2","5139","Imagine a person skillfully handling paper and tools, symbolizing the process of dealing with or resolving matters.","",""
"613","教","jiāo","teach","1","5127","","",""
"614","想到","xiǎng dào","think of; call to mind; have at","2","5127","Imagine a glowing brain inside an open head, with rays of light streaming out to form abstract thoughts or ideas floating in the air around it.","",""
"615","理解","lǐjiě","Understand","3","5125","Her eyes fixed on you, understanding dawns across her face.","",""
"616","证据","zhèngjù","evidence","3","5118","Evidence is like illuminated text, revealing the truth.","",""
"617","加","jiā","add; increase; put in","2","5110","Imagine adding extra layers or elements to an existing object, like placing a green leaf on top of a blooming flower, symbolizing enhancement and additional value.","加 means to add (as a mathematical operation) or to combine, attach, or apply something else; for example, 2 + 3 = 5 uses 加, while adding decoration might use 加修饰. It is commonly used in contexts involving calculation and general augmentation. Other words like 聯系 could be considered similar when referring to combining elements together.",""
"618","脸","liǎn","face","2","5093","The face is a window to the soul, yet it can be deceptive too.","",""
"619","简单","jiǎndān","simple","3","5089","A minimalistic graphic, perhaps a simple geometric shape like an abstract L or V formed by two lines meeting at the bottom.","",""
"620","不同","bù tóng","different","2","5087","Two worlds separated by color, one in the light and one in shadow.","Different means not the same; it describes something that is not identical to another thing in nature or quality. It's a very common word used frequently to compare and contrast things, often seen in phrases like ""different from"" or as part of comparative structures (e.g., different sizes). Other words such as varied or distinct can sometimes be used interchangeably depending on the context, but they carry slightly different nuances.",""
"621","夫人","fūrén","Madam","4","5082","An elegant married woman stands confidently, radiating grace and strength.","",""
"622","父母","fù mǔ","father and mother; parents","3","5081","Father and mother embracing their child, symbolizing care and love.","",""
"623","重","zhòng","heavy","1","5079","Imagine a figure standing with heavy, sagging shoulders under the weight of raindrops and burdens.","",""
"624","曾","céng","once; already; at some time in the past","4","5051","Imagine an elderly man wearing a gold crown, symbolizing the long-lasting legacy of this surname.","""曾"" is a Chinese character that can be used as an adverb meaning ""once"" or ""formerly,"" often preceding verbs to indicate past experience, similar to the English word ""once."" It's also used in its combined form with another character (e.g., ""曾经"") for this purpose and less commonly stands alone as a verb prefix indicating action was attempted but not necessarily completed. Other words like ""did"" or simply stating it in the past tense can sometimes convey a similar meaning, depending on the context.",""
"625","事实","shìshí","Fact","3","5029","An elderly witness testifies in court, holding up a piece of evidence with certainty.","",""
"626","飞机","fēijī","aircraft","1","5020","Metal wings cutting through the sky with speed.","",""
"627","家庭","jiātíng","Family","2","5017","A cozy nest of stories and laughter, filled with love and warmth.","",""
"628","装","zhuāng","pretend","2","5006","Assembling its own components, a machine comes to life.","",""
"629","秘密","mìmì","Secret","4","5001","Whispers carried on the wind unseen, secrets untold.","",""
"630","不客气","bú kè qì","You're welcome","1","5000","","",""
"631","请坐","qǐng zuò","please have a seat","1","5000","","",""
"632","法","fǎ","law; way; method; example; rule","4","4997","Imagine a clear, radiant golden thread woven with intricate patterns of law and order, shimmering as it binds elements of society together in an image representing the structure of legal principles.","",""
"633","打开","dǎ kāi","turn on","1","4989","Pulling aside the curtains to let light in.","",""
"634","检查","jiǎnchá","inspect; check","2","4967","Picture a person carefully examining documents under bright light, with red marks or corrections nearby to illustrate the meticulous checking process.","",""
"635","季","jì","season; period","4","4967","The image shows green shoots of wheat breaking through the soil, symbolizing renewal and growth.","",""
"636","早上","zǎoshang","Morning","1","4953","","",""
"637","任务","rènwu","task","3","4929","","",""
"638","现场","xiànchǎng","scene","3","4917","Imagine a transparent film reel winding with the actual events unfolding right before your eyes, capturing the moment and making it visible for viewing.","",""
"639","使","shǐ","make","3","4915","Imagine an ancient official wearing a ceremonial hat and holding a staff, symbolizing the authority to act on behalf of someone or something.","The Chinese word 使 (shǐ) primarily means 'to send' or 'to cause', often used in the context of dispatching someone or something to do a task. It can also mean 'messenger' or refer to an official role, such as government 使节 ('diplomat'). While commonly used depending on meaning and context (e.g., 发号施令 means 'to issue orders'), other verbs like 雇佣 (gùyòng), 派遣 (pàiqiǎn), 调派 (tiáopài), or 任命 (rènmìng) might serve as alternatives for related concepts.",""
"640","转","zhuàn","turn","3","4884","An illustration of a rotating wheel pressing down on an ant, representing transformation and change in motion.","转 means rotation, transformation, conversion, or switch; it is commonly used in contexts related to movement, change, or turning points. Other words that could be used similarly include ""变化"" (change), ""转变"" (turn/transform), and ""转换"" (convert/change).","1. 瓶子转一下就开了。   2. 老师让我把纸巾转两圈甩出去。   3. 车在路口左转时差点撞到行人。"
"641","博士","bóshì","doctor","5","4881","","",""
"642","直到","zhí dào","until","3","4866","","",""
"643","紧张","jǐnzhāng","Nervous","3","4855","","",""
"644","二","èr","Two","1","4849","Two suns hanging in the twilight sky.","",""
"645","简直","jiǎnzhí","simply","3","4843","The man is almost identical to his mirror opposite.","",""
"646","放弃","fàngqì","give up","5","4823","","",""
"647","电视","diànshì","television","1","4816","Electricity surging through a screen, with the image of an eye symbol subtly woven into the digital waves.","",""
"648","强","qiáng","strong; powerful; better","3","4814","This character can be vividly described as a muscular man flexing his biceps and chest, with arrows or spears pointing towards the viewer to symbolize strength and power.","The Chinese word 强 means strong or powerful, and it is a very commonly used character in both spoken and written language. It can refer to physical strength, social power, mental fortitude, or even the concept of reinforcement (as in conditioning). Other words like forceful, robust, or mighty could sometimes be used depending on context but are less common than 强 itself.","1. 他的手臂很强壮. 2. 她非常坚强面对困难. 3. 这个队伍比对手更强."
"649","不好意思","bù hǎo yì sī","sorry; feel embarrassed","2","4805","","",""
"650","大概","dàgài","Probably","3","4804","A faint, misty shape resembling a clouded leopard's pawprint appears on the canvas.","",""
"651","的确","díquè","indeed; be certain to","4","4803","A clear, precise image with sharp lines and distinct details.","",""
"652","特","tè","particular; special;","6","4792","A lone white horse standing out among a group of colorful horses, symbolizing uniqueness and individuality.","",""
"653","药","yào","drug","2","4788","A tightly coiled green snake, with its head slightly raised, representing the essence of medicine from a traditional Chinese herb garden.","",""
"654","回到","huí dào","back to","1","4787","Floating away from the source, a fish swims back to its river bed.","",""
"655","男孩儿","nán háir","boy","1","4779","","",""
"656","音乐","yīnyuè","Music","2","4776","Imagine a stage filled with musicians, each playing their own instrument while surrounded by swirling notes and sounds that form an intricate tapestry of visual harmony.","",""
"657","身体","shēntǐ","body","1","4764","Imagine a figure clothed in flowing silk, with intricate gold lines subtly outlining the form, reminiscent of traditional Chinese painting aesthetics.","",""
"658","血","xuè","blood","3","4749","This character represents blood. It can be visualized as a vivid red droplet or stream flowing downward, often associated with life, vitality, and sometimes danger or warning.","",""
"659","留下","liú xià","stay; remain","2","4720","The sun is setting on the beach, leaving behind a trail of golden sand patterns.","",""
"660","方式","fāngshì","mode","3","4711","Imagine a set of versatile tools neatly organized in a toolbox, each tool representing a different approach or method to solve problems.","方式 refers to a method, approach, or mode of doing something. It is commonly used and can be translated as ""approach,"" ""method,"" ""way,"" or ""manner.""",""
"661","伤","shāng","hurt; be harmful; be distressed;","3","4709","Imagine a wilted flower resting on a broken branch, with the stem drooping and a few drops of dew forming near the fracture as if to symbolize pain or injury.","",""
"662","怪","guài","strange; odd; bewildering; very; quite;","4","4705","A strange creature stands alone in the misty forest, its form unlike any known before.","",""
"663","美元","měi yuán","U.S. dollar","3","4701","Imagine a green dollar sign symbolizing money, connecting two colorful circles representing different financial assets or economic concepts.","The Chinese word ""美元"" translates to the English currency name Dollar. It specifically refers to the official currency of the United States, often denoted as USD or US$. This term is commonly used when discussing money and transactions involving American economic activities or international finance where US Dollars are involved.",""
"664","读","dú","read","1","4661","Someone reading a book, absorbed in the story.","",""
"665","次","cì","second-rate; secondary","4","4656,5499525452742","Bamboo stalks arranged in order, with dots at the top to represent units of sequence.","The Chinese word ""次"" (cì) primarily means 'second' or refers to a subsequent occasion, similar to the English ordinal number. It is commonly used in contexts involving order and sequence, such as indicating turns or positions following the first instance. Other words like ""第二次"" (èr shì bēi) for second time, or simply using numerals can convey the same meaning depending on the situation.","1. 我今天已经刷了三次牙了。  2. 这部电视剧比前一部好看了一次。  3. 他住在二层和三层之间的一个次。"
"666","这边","zhè biān","here","1","4651","Pointing with a hand","",""
"667","重新","chóngxīn","again","2","4637","Please provide the Chinese character you want me to describe.","",""
"668","瞧","qiáo","look","5","4634","A distant gaze, as if pondering the world outside its immediate concerns.","",""
"669","疯狂","fēngkuáng","Insane","5","4632","A lion in a frenzied state, its mane flowing wildly as it charges forward with powerful strides.","",""
"670","收到","shōu dào","receive; obtain","2","4605","Okay, I'm ready! Please provide the Chinese character you want me to describe.","",""
"671","其中","qízhōng","among","2","4603","Imagine a hand gently pointing to a path that splits into two, symbolizing a choice or decision within something.","It means ""among them"" or ""in which"", often used to refer to a specific part within several things. It is very common, and other words like ""among"" (but usually for two items) or phrases like ""in the middle of"" can sometimes be used interchangeably in similar contexts.",""
"672","片","piàn","slice","2","4597","Imagine a knife slicing through a surface, creating two distinct pieces.","The Chinese word 片 primarily means 'piece' or 'fragment', often referring to physical objects (like a piece of paper) but also commonly used for movies, as in 电影片 ('dianying pian'). It can mean any part or section when discussing larger things. While it is frequently encountered in daily language and contexts like media, 片 is not always the most common word; alternatives such as 部分 (part/section) or 片段 (fragment/part) might be used depending on the situation, though they aren't direct translations but rather functional equivalents.","1. 我每天吃两片维生素。 2. 给他片刻的时间思考一下答案。 3. 校园里飘落了一片树叶。"
"673","想法","xiǎng fǎ","idea; opinion;thought","2","4574","A flickering light inside a geometric shape, like an idea taking form in the mind.","",""
"674","家里","jiā lǐ","In the home","1","4563","Flickering flame in a wok, golden soup simmering - the heart of home.","",""
"675","黑","hēi","black","2","4563","Imagine a deep, dense shade of black ink or paint covering an entire surface, like the purest form of night sky without any stars visible.","",""
"676","作","zuò","rise; compose; pretend;","6","4501","An image of a person actively working or creating, perhaps with tools like hoes and plows.","""作"" (zuò) means ""to do,"" ""to act,"" or can refer to a specific role or occupation. It's commonly used in contexts like work, activities, or when talking about what someone does for a living, though other words such as 从事 are often clearer and more direct alternatives.",""
"677","后面","hòumiàn","behind","3","4500","","",""
"678","性","xìng （jī jí xìng）","as a suffix (positivity)","3","4493","Consider a lotus flower blooming in clear water, with its elegant petals symbolizing the inherent nature or character of something.","",""
"679","带来","dài lái","bring","2","4492","Imagine a person walking forward with an object in their hand, carrying it from one place to another, symbolizing bringing something to a destination.","",""
"680","昨天","zuótiān","Yesterday","1","4483","The dust-covered calendar, with yesterday's page pressed firmly against the next one.","yesterday   The word ""昨天"" means ""yesterday"" in English. It is commonly used to refer to the day before today and can be translated directly as ""the day before today."" Other words like ""the previous day"" or ""the day before yesterday (the day two days ago)"" could also be employed depending on context, but they are less common than using ""yesterday.""","1. 我昨天看了一部电影。 2. 昨天我还以为自己没考及格。 3. 他现在看起来比昨天精神多了。"
"681","抓住","zhuā zhù","catch; catch hold of; grip; capture","3","4481","A red bird snatches a green fruit from the branch.","",""
"682","记录","jìlù","Record","3","4480","Capturing moments with a brushstroke, sealing memories in ink.","",""
"683","来自","láizì","Come from","2","4462","This character can be visually represented as clouds gently drifting from a mountain, signifying the origin or source of something.","",""
"684","越","yuè","The more","2","4457","Imagine a person standing on the edge of a mountain, with one foot stepping forward over a valley or river below, symbolizing crossing borders or ascending to new heights.","This character means cross or over in English; it can also be used more broadly to mean beyond or surpassing something, implying going above a certain point or limit. It is moderately common and has many nuances depending on context (e.g., geographical regions like 越南 for Vietnam, time periods as prefixes, or use in place names).",""
"685","大学","dà xué","university","1","4455","A grand library with a vaulted ceiling, the exterior made of red brick, and stone steps leading up to it. The image shows stacks upon stacks of books reaching towards the light from high above.","",""
"686","照顾","zhàogù","look after","2","4451","","",""
"687","太太","tàitai","Ma'am","2","4432","","",""
"688","本来","běnlái","originally","3","4415","Tree root deep in Earth","",""
"689","聪明","cōngming","clever","5","4415","Eyes wide open, absorbing knowledge like a sponge.","",""
"690","加油","jiā yóu","oil; refuel; make an all-out","2","4411","A pair of hands holding a red bucket, pouring oil onto a growing flame.","",""
"691","实际上","shí jì shàng","actually","3","4410","Not what it seems.","",""
"692","行","háng","row，line","3","4400,7362981442184","This character represents movement or travel. Imagine two small figures walking side-by-side on a path made of gold, symbolizing progress and journey towards the future.","""行"" pronounced ""xíng"" means to go or move (e.g., 行走 zǒu - walk), or it can refer to passage/transit (e.g., 通行 tōng xíng - transit). Pronounced differently as ""háng"", it refers to a line, business, or industry (e.g., 银行 yínháng - bank; 行业 hángyè - industry), or the act of carrying out/benefiting from something. It is commonly used and has various meanings depending on context; other words like ""transit"" or ""industry"" might be used for specific interpretations.",""
"693","甜","tián","sweet","3","4400","Honey droplet hangs like a pearl on the leaf tip.","",""
"694","怕","pà","perhaps; afraid","3","4395","A deer crouches low with ears pinned back, sensing a wolf's presence nearby.","",""
"695","多久","duō jiǔ","how long","2","4392","How long? A sand timer slowly forms a hill as the golden hourglass sands drop one by one.","",""
"696","并且","bìngqiě","also","3","4389","This is a small word that connects two or more things together, like the fine thread used in sewing to link fabrics.","",""
